16PF||Personality factor questionnaire
ALL||Acute lymphoblastic leukaemia
ALL||Acute lymphoblastic leukemia
ALM||Acral lentiginous melanoma of skin
ALMM||Acral lentiginous malignant melanoma of skin
ALP||Alkaline phosphatase
ALPPS||associating liver partition and portal vein ligation for staged hepatectomy
ALPS||Aphasia language performance scales
ALS||Advanced life support
ALS||Amyotrophic lateral sclerosis
ALS4||amyotrophic lateral sclerosis type 4
ALT||Alanine aminotransferase
ALT||alanine aminotransferase
ALT||argon laser trabeculoplasty
ALT||blood level
ALT||blood measurement
ALTE||apparent life
ALVAD||Aorta
AM||Acute marginal artery
AM||Amalgam restoration
AMA||Anti
AMA||advanced maternal age
AMBER||advanced multiple
AMBER||advanced multiple
AMC||Arthrogryposis multiplex congenita
AMD||Acid maltase deficiency
AMD||Age
AME||apparent mineralocorticoid excess
AMI||Acute mesenteric ischaemia
AMI||Acute mesenteric ischemia
AMI||Acute myocardial infarction
AMI||Autobiographical memory interview
AML||Acute myeloblastic leukaemia
AML||Acute myeloblastic leukemia
AML||Acute myeloid leukaemia
AML||Acute myeloid leukemia
AML||Anterior mitral leaflet
AMML||Acute myelomonocytic leukaemia
AMML||Acute myelomonocytic leukemia
AMP||Acute massive pulmonary embolism
AMP||Adenosine monophosphate
AMPE||Acute massive pulmonary embolism
AMPPE||Acute multifocal placoid pigment epitheliopathy
AMPS||Assessment of motor and process skills
AMRF||action myoclonus renal failure
AMT||Abbreviated mental test
AMT||Anxiety management training
AMTS||Abbreviated Mental Test Score
AN||Acanthosis nigricans
AN||Acoustic neuroma
AN||Anorexia nervosa
ANA||Anti
ANA||Anti
ANBC||Hepatitis B core antibody
ANBE||Alpha naphthyl butyrate esterase stain
ANBE||alpha naphthyl butyrate esterase stain
ANCA||Anti
ANF||Anti
ANH||Atrial natriuretic hormone
ANH||atrial natriuretic hormone
ANOTHER||Alopecia, nail dystrophy, ophthalmic complications, thyroid dysfunction, hypohidrosis, ephelides, enteropathy and respiratory tract infections
ANP||Atrial natriuretic peptide
ANP||atrial natriuretic peptide
ANS||Autonomic nervous system
ANSOCQ||Anorexia nervosa stages of change questionnaire
ANT||Alloimmune neonatal thrombocytopenia
ANT||Autoimmune neonatal thrombocytopenia
ANUG||Acute necrotising ulcerative gingivitis
ANUG||Acute necrotizing ulcerative gingivitis
AOA2||ataxia oculomotor apraxia type 2
AOB||Anterior openbite
AOF||Assessment of occupational function
AOM||Acute otitis media
AP||Abdominal pain
AP||Acute pancreatitis
AP||Alkaline phosphatase
AP||Angina pectoris
AP||Anteroposterior diameter of chest
AP||Anteroposterior diameter of pelvic outlet
AP||Anteroposterior projection
AP||Aortopulmonary window
AP||Artificial pneumothorax
APAC||acute primary angle closure
APACHE||Acute physiology and chronic health evaluation
APB||Abductor pollicis brevis
APBI||accelerated partial breast irradiation
APC||Adenomatous polyposis coli
APCH50||Alternative pathway haemolytic complement filtration
APCH50||Alternative pathway hemolytic complement filtration
APCT||Alternate prism and cover test
APD||Accessory pancreatic duct
APD||Afferent pupillary defect
APECED||Autoimmune polyendocrinopathy
APH||Antepartum haemorrhage
APH||Antepartum hemorrhage
APKD||Adult type polycystic disease
APL||Abductor pollicis longus
APL||Acute promyelocytic leukaemia
APL||Acute promyelocytic leukemia
APL||Adjustable pressure limiting valve
APL||Antiphospholipid syndrome
APLA||Anti
APLAID||autoinflammation phospholipase C gamma 2 associated antibody deficiency and immune dysregulation
APLD||Automated percutaneous lumbar discectomy
APML||Acute promyelocytic leukaemia
APML||Acute promyelocytic leukemia
APN||Acute pyelonephritis
APR||Abdominoperineal resection
APR||Abdominoperineal resection of rectum and end colostomy
APR||Auropalpebral reflex
APRS||Adult personality rating schedule
APRT||Adenosine phosphoribosyltransferase
APS||Antiphospholipid syndrome
APSA||Phosphatidylserine antibody
APTT||Activated partial thromboplastin time
APVC||Anomalous pulmonary venous connection
APVD||Anomalous pulmonary venous drainage
APVS||Absent pulmonary valve syndrome
APW||Aortopulmonary window
APW||Closure of aortopulmonary window
APW||Construction of aortopulmonary window
AR||Allergic rhinitis
AR||Amalgam restoration
AR||Anterior repair of vagina
AR||Aortic regurgitation
AR||Congenital aortic regurgitation
ARAS||Atherosclerotic renal artery stenosis
ARBKT||AIDS risk behavior knowledge test
ARBKT||AIDS risk behaviour knowledge test
ARC||Abnormal retinal correspondence
ARC||Acquired immunodeficiency syndrome
ARC||Auditory response cradle measurement
ARC||Auditory response cradle test
ARC||Augmented renal clearance
ARCA1||autosomal recessive cerebellar ataxia type 1
ARCA2||autosomal recessive cerebellar ataxia type 2
ARCL1C||autosomal recessive cutis laxa type 1C
ARCL2A||autosomal recessive cutis laxa type 2A
ARCL2B||autosomal recessive cutis laxa type 2B
ARDS||Adult respiratory distress syndrome
ARF||Acute renal failure
ARF||Acute respiratory failure
ARF||Acute rheumatic fever
ARG||Angle recession glaucoma
ARI||Acute respiratory infections
ARM||Artificial rupture of membrane
ARMD||Age
ARN||Acute retinal necrosis
AROA||Autosomal recessive ocular albinism
AROM||Artificial rupture of membrane
ARPKD||Autosomal recessive polycystic kidney disease
ARSA||Arylsulfatase A deficiency
ARSA||Arylsulphatase A deficiency
ARSACS||autosomal recessive spastic ataxia of Charlevoix
ARSAL||autosomal recessive spastic ataxia with leucoencephalopathy
ARSAL||autosomal recessive spastic ataxia with leukoencephalopathy
ARSB||Arylsulfatase B deficiency
ARSB||Arylsulphatase B deficiency
ART||Auditory reflex threshold
ARU||Acute retention of urine
AS||Anal sphincter
AS||Ankylosing spondylitis
AS||Aortic stenosis
AS||Juvenile ankylosing spondylitis
AS||Sickle cell trait
ASA||American Society of Anaesthesiologists physical status classification
ASA||American Society of Anaesthesiologists' physical status classification
ASA||American Society of Anesthesiologists physical status classification
ASA||American Society of Anesthesiologists' physical status classification
ASA||American society of anaesthesiologists physical status classification
ASA||American society of anesthesiologists physical status classification
ASA||Aspirin
ASAN||acute sensory ataxic neuropathy
ASAP||as soon as possible
ASAT||Aspartate aminotransferase
ASB||Asymptomatic bacteriuria
ASC||Anterior subcapsular cataract
ASD||Atrial septal defect
ASD||Open enlargement of atrial septal defect
ASD||Repair of atrial septal defect
ASD||Repair of primum atrial septal defect
ASD1||Primum atrial septal defect
ASD2||Secundum atrial septal defect
ASHD||Atherosclerotic heart disease
ASI||Zung's anxiety status inventory
ASIS||Anterior superior iliac spine
ASL||American Sign Language
ASMA||Anti
ASO||Antistreptolysin O antibody
ASO||Antistreptolysin O antibody titer
ASO||Antistreptolysin O antibody titre
ASO||antistreptolysin O antibody
ASOM||Acute suppurative otitis media
ASPED||angel
ASRS||Adult ADHD Self
ASRT||Anomalous sentence repetition test
ASSQ||Autism Spectrum Screening Questionnaire
AST||Aspartate transaminase
ASW||Approved social worker
AT||Audiology technician
ATA||Anterior tibial artery
ATAQ||Asthma treatment assessment questionnaire
ATIN||Acute tubulo
ATN||Acute tubular necrosis
ATNR||Asymmetrical tonic neck reflex
ATP||Adenosine triphosphate
ATP||Mitochondrial adenosine triphosphate synthase subunit c
ATP||mitochondrial adenosine triphosphate synthase subunit c
AUDIT||Alcohol use disorders identification test
AUG||Acute ulcerative gingivitis
AURTI||Acute upper respiratory tract infection
AUS||Artificial urinary sphincter
AUS||Implantation artificial urinary sphincter in female
AV||Abnormal atrioventricular connection
AV||Acquired renal arteriovenous fistula
AV||Anaerobic vaginosis
AV||Anaerobic vaginosis contact
AV||Angiodysplasia malformation of colon
AV||Aortic valve
AV||Aortic valve operation
AV||Arteriovenous crossing changes
AV||Arteriovenous fistula
AV||Atrioventricular disconnection operation
AV||Atrioventricular node
AV||Atrioventricular valve operation
AV||Congenital aortic valve abnormality
AV||Congenital arteriovenous anomaly
AV||Congenital arteriovenous malformation
AV||Creation of arteriovenous fistula
AV||Creation of arteriovenous shunt
AV||Procedure for av disorder
AV||Procedure related to surgical arteriovenous connection
AV||Traumatic arteriovenous fistula
AVA||Arteriovenous angioma
AVB||Atrioventricular block
AVD||Aortic valve disease
AVF||Pulmonary arteriovenous fistula operation
AVH||Acute viral hepatitis
AVM||Cerebral arteriovenous malformation
AVM||Congenital arteriovenous malformation
AVM||Ruptured cerebral arteriovenous malformation
AVM||Ruptured spinal arteriovenous malformation
AVM||Spinal arteriovenous malformation
AVN||Atrioventricular node
AVN||Avascular necrosis of bone
AVP||Aortic valvuloplasty
AVP||Arginine vasopressin
AVP||Venous ambulatory pressure
AVPU||alert voice pain unresponsive scale
AVR||Aortic valve replacement
AVRNT||Atrioventricular re
AVRR||Aortic valve re
AVRT||Atrioventricular re
AVS||Arteriovenous shunt
AVSD||Abnormality of common atrioventricular valve in atrioventricular septal defect
AVSD||Atrioventricular septal defect
AVSD||Atrioventricular septal defect repair
AVy||Aortic valvotomy
AW||Abdominal wall
AWG||American standard wire gauge
AWO||Antral washout
AXR||Abdominal X
AZE||Accelerated zinc oxide eugenol
AZF||Azoospermia factor
AZOO||Acute zonal occult outer retinopathy
AZOOR||Acute zonal occult outer retinopathy
Abt||autologous blood transfusion
AdM||Adrenal medulla
Add||dosing instruction fragment
Adl||activities of daily living assessment
Ag||Silver alloy
AgNO3||Silver nitrate
And||dosing instruction fragment
Arm||superficial inj.
As||dosing instruction fragment
At||dosing instruction fragment
Au||Gold alloy
Au198||Gold 198
Ax||Axillary hair stage
Ax1||Axillary hair stage 1
Ax2||Axillary hair stage 2
Ax3||Axillary hair stage 3
B1||Breast stage 1
B12||Cyanocobalamin prep
B12||Hydroxocobalamin prep
B12||Vitamin B12
B12||vitamin, serum
B2||Billroth II partial gastrectomy
B2||Breast stage 2
B3||Breast stage 3
B4||Breast stage 4
B5||Breast stage 5
BA||Barium enema
BA||Barium enema via colostomy
BA||Barium meal
BA||Barium swallow
BA||Basilar artery
BA||Bile acid
BA||Biliary atresia
BAB||Behavior assessment battery
BAB||Behaviour assessment battery
BADAS||bowel
BADL||Brief activities of daily living
BADS||Behavior assessment of disexecutive function
BADS||Behavior assessment of the dysexecutive syndrome
BADS||Behaviour assessment of disexecutive function
BADS||Behaviour assessment of the dysexecutive syndrome
BAEP||Brainstem auditory evoked potentials
BAER||Brainstem auditory evoked potential observations
BAER||Brainstem auditory evoked responses
BAFME||Benign adult familial myoclonic epilepsy
BAHA||Bone anchored hearing aid
BAHA||Insertion of anchors for percutaneous bone anchored hearing aid
BAHA||Insertion of anchors for subcutaneous bone anchored hearing aid
BAL||British Anti
BAL||Bronchoalveolar lavage
BALF||Bronchoalveolar lavage fluid
BAMS||Bosma arhinia microphthalmia syndrome
BANF||Bilateral acoustic neurofibromatosis
BAO||Basal gastric acid output
BAPE||benign asbestos pleural effusion
BARN||Bilateral acute retinal necrosis
BAS||Application of broad arm sling
BAS||Balloon atrial septostomy
BAS||British ability scales
BAS||British ability scales reading test
BAS||British ability scales spelling test
BASD||Bile acid synthetic defect
BASDAI||Bath ankylosing spondylitis disease activity index
BASR||British ability scales
BAT||brightness acuity testing
BAWO||Bilateral antral washouts
BB||Borderline leprosy
BB||Bronchial breathing
BB||Lives in bed and breakfast accommodation
BBA||Born before arrival
BBB||Bundle branch block
BBIS||Beaulieu Boycott Innes syndrome
BBPS||Boston bowel preparation scale
BBSOAS||Bosch Boonstra Schaaf optic atrophy syndrome
BBab||Brush border antibody
BBab||Brush border autoantibody
BBx||Bronchoscopy and biopsy
BC||Base curve
BC||Blood culture
BC||Bone conduction
BC||Breathing control technique
BC||Bronchogenic carcinoma
BC||Pure tone audiometry
BCAA||Branched chain amino acid intake
BCAA||Branched chain amino acid requirement
BCAA||Branched chain amino acid supplementation
BCAA||Modified branched chain amino acid diet
BCAA||Recommended branched chain amino acid intake
BCC||Basal cell carcinoma
BCC||Basal cell carcinoma of skin
BCC||Metatypical basal cell carcinoma of skin
BCDP||brachytelephalangic chondrodysplasia punctata
BCEOP||Benign childhood epilepsy with occipital paroxysms
BCKD||Branched chain alpha
BCNS||Basal cell naevus syndrome
BCNS||Basal cell nevus syndrome
BCOS||Bakas Caregiving Outcomes Scales
BCP||Basal cell papilloma
BCR||British corrected ratio
BCR||Bulbocavernosus reflex
BCRAT||Breast Cancer Risk Assessment Tool
BCT||Basophil challenge test
BCVA||Best corrected visual acuity
BD||Bowel dysfunction
BD||Bowen's disease
BDAE||Boston diagnostic aphasia examination
BDI||Beck depression inventory
BDP||Balloon dilatation of the prostate
BDR||Background diabetic retinopathy
BDRS||Blessed dementia rating scale
BDRS||Brief depression rating scale
BDUMP||bilateral diffuse uveal melanocytic proliferation
BE||Bacterial endocarditis
BE||Barium enema
BE||Base excess
BE||Boiled egg
BEA||Below elbow amputation
BEDQ||Brief Esophageal Dysphagia Questionnaire
BEO||Eye movement with both eyes open
BEP||Benign enlargement of prostate
BEPOP||Application of below elbow plaster of Paris
BEST||Bedside evaluation and screening test of aphasia
BF||Breast fed
BFL||Bird fanciers lung
BFNC||Benign familial neonatal convulsions
BFPP||bilateral frontoparietal polymicrogyria
BFR||benign foot rot
BG||Basal ganglia
BG||Basal ganglion
BG||Bite guard
BG||Blood gases
BG||Bronchocentric granulomatosis
BGA||Blood gas analysis
BGP||Blood group
BGS||Buffered glycerol saline solution
BGls||Bagolini glasses
BH||Blalock Hanlon atrial septectomy
BHA||Butylated hydroxyanisole
BHA||Butylated hydroxyanisole
BHCG||Beta human chorionic gonadotrophin
BHCG||Beta human chorionic gonadotropin
BHCG||beta human chorionic gonadotrophin
BHCG||beta human chorionic gonadotropin
BHF||Bolivian haemorrhagic fever
BHF||Bolivian hemorrhagic fever
BHR||Bronchial hyperreactivity
BHT||Butyl hydroxytoluene
BHT||Butylated hydroxytoluene
BHTT||Bielschowsky head tilt
BI||Barthel index
BI||Bone injury
BI||Buccal infiltration
BI||Gingival bleeding index
BID||Brought in dead
BIE||Bullous ichthyosiform erythroderma
BIH||Benign intracranial hypertension
BILAG||British isles lupus assessment group score
BIMSE||benign infantile focal epilepsy with midline spikes and waves during sleep
BIO||binocular indirect ophthalmoscopy
BIP||Bronchiolitis obliterans with usual interstitial pneumonitis
BIPAB||Bi
BIPAP||Biphasic pressure airway support
BIPAP||Biphasic pressure airway support protocol
BIPG||Billroth I partial gastrectomy
BIPLEDS||Bilateral periodic epileptiform discharges
BISECT||line bisection
BIT||Behavioral inattention test
BIT||Behavioural inattention test
BJP||Bence Jones protein
BK||Band keratopathy
BK||Below knee femoral popliteal bypass graft
BK||Bullous keratopathy
BKA||Below knee amputation
BKBPR||Bamford Kowal and Bench picture related
BKPNPR||Bamford Kowal and Bench non
BKV||BK virus
BL||Bladder acupuncture points
BL||Borderline lepromatous leprosy
BL||Burkitt's lymphoma
BL36||gluteal fold
BL37||mid thigh
BL38||superior to popliteal crease
BL39||popliteal crease
BL40||popliteal crease
BL45||gluteal fold
BL46||mid thigh
BL47||superior to popliteal crease
BL48||popliteal crease
BL49||popliteal crease
BLADES||Bristol language assessment scales
BLS||Bare lymphocyte syndrome
BLS||Basic life support
BLT||balanced ligamentous tension technique
BLVR||Bronchoscopic lung volume reduction
BM||Bacterial meningitis
BM||Basilar membrane
BM||Bone marrow
BM||Breast milk
BM||Expressed breast milk
BMAST||Brief Michigan alcoholism screening test
BMD||Becker muscular dystrophy
BMI||Body mass index
BMLD||Binaural masking level difference test
BMR||Basal metabolic rate
BMR||Bilateral medial rectus recession
BMRS||blepharophimosis, mental retardation syndrome
BMS||Bare metal stent
BMS||Burning mouth syndrome
BMT||Bone marrow transplant
BMT||balanced membranous tension
BMZab||Pemphigoid antibody
BN||Bladder neck
BN||Both toenails cut
BN||Bulimia nervosa
BNCF||Both toenails cut and filed
BND||Both toenails drilled
BNEC||Bladder neck electric conductance test
BNI||Bladder neck incision
BNI||Bladder neck incision
BNO||Bladder neck obstruction
BNS||Bladder neck stenosis
BO||Barrett's esophagus
BO||Barrett's oesophagus
BO||Body odor
BO||Body odor problem
BO||Body odour
BO||Body odour problem
BO||Bubble oxygenator
BOA||Behavioral observation audiometry
BOA||Behavioural observation audiometry
BOF||Broncho
BOF||Broncho
BOO||Bladder outflow obstruction
BOOP||Bronchiolitis obliterans and organising pneumonitis
BOOP||Bronchiolitis obliterans and organizing pneumonitis
BOOP||Bronchiolitis obliterans organising pneumonia
BOOP||Bronchiolitis obliterans organizing pneumonia
BOP||Bleeding on probing of gingivae
BORB||Birmingham object recognition battery
BORSA||borderline oxacillin
BOS||Base of skull
BOS||Behavioral observation schedule
BOS||Behavioural observation schedule
BOV||Bleeding esophageal varices
BOV||Bleeding oesophageal varices
BOX||Bowels opened times
BP||Blood pressure
BP||Bullous pemphigoid
BP||High blood pressure
BP||Non
BPAN||beta
BPCQ||Beliefs about pain control questionnaire
BPD||Biparietal diameter
BPD||Bronchopulmonary dysplasia
BPES||blepharophimosis epicanthus inversus ptosis syndrome
BPF||Brazilian purpuric fever
BPF||Open repair of bronchopleural fistula
BPF||Paratertiary butyl phenol formaldehyde resin
BPF||Paratertiarybutyl phenol formaldehyde resin
BPF||paratertiary butyl phenol formaldehyde resin
BPH||Benign prostatic hypertrophy
BPH||benign prostatic hyperplasia
BPH||benign prostatic hypertrophy
BPM||beats per minute
BPM||breaths per minute
BPN||Brachial plexus neuropathy
BPPV||Benign paroxysmal positional vertigo
BPPV||Benign paroxysmal positional vertigo nystagmus
BPRS||Brief psychiatric rating scale
BPS||Bronchopulmonary segment
BPSD||behavioral and psychological symptoms of dementia
BPSD||behavioural and psychological symptoms of dementia
BPSES||Brief Parental Self
BPT||Benign paroxysmal torticollis
BPT||Bronchial provocation test
BPV||Vaginal bleeding
BPVS||British picture vocabulary scale
BPVT||British picture vocabulary test
BR||Breathing rate
BRA||Bilateral renal agenesis
BRA||Bite raising appliance
BRA||Branch retinal artery
BRA||Fit bite raising appliance
BRA||tumor site notation
BRA||tumour site notation
BRAO||Branch retinal artery occlusion
BRBPR||Bright red blood per rectum
BRIC||Benign recurrent intrahepatic cholestasis
BRUE||Brief resolved unexplained event
